task_id,hash,native_id,name,status,exit,submit,duration,realtime,%cpu,peak_rss,peak_vmem,rchar,wchar
24,0a/097a58,219190.hpcnode0,profile_s (msa_m0.00010_rc1.0E-7_n100_dual0.05_rep2.fasta),COMPLETED,0,2019-07-31 13:37:01.345,4.7s,1.2s,95.6%,2.4 MB,110.6 MB,217.1 KB,6 KB
46,c3/5d3bfa,219191.hpcnode0,3seq_s (msa_m0.0010_rc1.0E-7_n100_dual0.05_rep1.fasta),COMPLETED,0,2019-07-31 13:37:01.430,4.7s,3.5s,81.4%,450.7 MB,563.4 MB,436.5 MB,9.4 KB
51,2b/d9613e,219195.hpcnode0,3seq_s (msa_m0.0010_rc0.0000010_n100_dual0.05_rep3.fasta),COMPLETED,0,2019-07-31 13:37:01.709,4.6s,3.6s,76.7%,450.7 MB,563.4 MB,436.5 MB,9.4 KB
29,56/917c79,219199.hpcnode0,profile_s (msa_m0.010_rc0.0000010_n100_dual0.05_rep2.fasta),COMPLETED,0,2019-07-31 13:37:02.014,4.3s,2.8s,97.7%,3.1 MB,111.2 MB,217.2 KB,6 KB
40,b7/f50faa,219200.hpcnode0,3seq_s (msa_m0.00010_rc1.0E-7_n100_dual0.05_rep3.fasta),COMPLETED,0,2019-07-31 13:37:02.114,4.2s,2.1s,35.6%,339.1 MB,563.4 MB,436.5 MB,9.3 KB
53,ed/6f1c91,219202.hpcnode0,3seq_s (msa_m0.00010_rc0.0000010_n100_dual0.05_rep1.fasta),COMPLETED,0,2019-07-31 13:37:02.280,4.1s,1.7s,32.7%,391 MB,563.4 MB,436.5 MB,9.3 KB
32,00/ab6eb5,219204.hpcnode0,profile_s (msa_m0.010_rc1.0E-7_n100_dual0.05_rep1.fasta),COMPLETED,0,2019-07-31 13:37:02.420,4s,3.2s,97.9%,3.2 MB,111.3 MB,217.1 KB,6 KB
39,06/62df9d,219206.hpcnode0,3seq_s (msa_m0.00010_rc0.0000010_n100_dual0.05_rep2.fasta),COMPLETED,0,2019-07-31 13:37:02.581,3.9s,1.2s,33.8%,450.6 MB,563.4 MB,436.4 MB,9.3 KB
41,40/e25b42,219207.hpcnode0,3seq_s (msa_m0.00010_rc1.0E-7_n100_dual0.05_rep2.fasta),COMPLETED,0,2019-07-31 13:37:02.655,3.8s,1.6s,51.1%,450.6 MB,563.4 MB,436.4 MB,9.3 KB
22,4c/7d3a84,219210.hpcnode0,profile_s (msa_m0.010_rc1.0E-7_n100_dual0.05_rep3.fasta),COMPLETED,0,2019-07-31 13:37:02.845,3.7s,2.3s,97.4%,2.9 MB,111.1 MB,217.1 KB,6 KB
18,db/b09f7c,219211.hpcnode0,profile_s (msa_m0.0010_rc1.0E-7_n100_dual0.05_rep2.fasta),COMPLETED,0,2019-07-31 13:37:02.919,3.7s,1.3s,95.3%,2.5 MB,110.6 MB,217.1 KB,6 KB
33,d4/c9e285,219214.hpcnode0,profile_s (msa_m0.0010_rc0.0000010_n100_dual0.05_rep3.fasta),COMPLETED,0,2019-07-31 13:37:03.107,3.5s,1.3s,94.5%,2.5 MB,110.6 MB,217.1 KB,6 KB
31,58/5c4155,219215.hpcnode0,profile_s (msa_m0.0010_rc1.0E-7_n100_dual0.05_rep3.fasta),COMPLETED,0,2019-07-31 13:37:03.168,3.5s,1.3s,94.6%,2.5 MB,110.6 MB,217.1 KB,6 KB
26,ae/aadf4d,219220.hpcnode0,profile_s (msa_m0.0010_rc0.0000010_n100_dual0.05_rep2.fasta),COMPLETED,0,2019-07-31 13:37:03.483,3.2s,1.6s,96.4%,2.5 MB,112.6 MB,219.9 KB,6 KB
43,6a/2b77ce,219222.hpcnode0,3seq_s (msa_m0.00010_rc1.0E-7_n100_dual0.05_rep1.fasta),COMPLETED,0,2019-07-31 13:37:03.612,3.1s,2.1s,50.0%,371.5 MB,565.4 MB,436.4 MB,9.3 KB
20,f2/a2e5ec,219223.hpcnode0,profile_s (msa_m0.00010_rc0.0000010_n100_dual0.05_rep2.fasta),COMPLETED,0,2019-07-31 13:37:03.683,3s,1.4s,96.7%,2.4 MB,112.6 MB,219.9 KB,6.3 KB
21,f6/160b05,219224.hpcnode0,profile_s (msa_m0.00010_rc1.0E-7_n100_dual0.05_rep3.fasta),COMPLETED,0,2019-07-31 13:37:03.744,3s,1.5s,95.7%,2.4 MB,112.6 MB,219.9 KB,6 KB
28,a0/d6a133,219227.hpcnode0,profile_s (msa_m0.0010_rc1.0E-7_n100_dual0.05_rep1.fasta),COMPLETED,0,2019-07-31 13:37:03.937,2.8s,1.6s,94.9%,2.5 MB,112.6 MB,220.1 KB,6 KB
34,3e/ce6f76,219230.hpcnode0,profile_s (msa_m0.00010_rc0.0000010_n100_dual0.05_rep3.fasta),COMPLETED,0,2019-07-31 13:37:04.129,2.6s,1.5s,94.1%,2.4 MB,112.6 MB,220.1 KB,6 KB
16,f4/097fd8,219232.hpcnode0,profile_s (msa_m0.0010_rc0.0000010_n100_dual0.05_rep1.fasta),COMPLETED,0,2019-07-31 13:37:04.305,2.5s,1.6s,95.6%,2.5 MB,112.6 MB,220.1 KB,6 KB
35,c6/e21c5d,219235.hpcnode0,profile_s (msa_m0.00010_rc0.0000010_n100_dual0.05_rep1.fasta),COMPLETED,0,2019-07-31 13:37:04.507,2.3s,1.5s,95.1%,2.4 MB,112.6 MB,219.9 KB,6 KB
25,48/7f8bb5,219237.hpcnode0,profile_s (msa_m0.00010_rc1.0E-7_n100_dual0.05_rep1.fasta),COMPLETED,0,2019-07-31 13:37:04.673,2.2s,1.3s,94.8%,2.4 MB,110.6 MB,217.1 KB,6 KB
